
daily
Date,Crop,Stage,TraDef,Tra,NDef,TempSum,AbBiom,Yield,LAI,TotBiomN,AbBiomN,Mois,Mois,Mois_7,Mois_8,Mois_9,Precip,Irrig,SurfTemp,STemp_1,STemp_2,STemp_3,Tmin,Tavg,Tmax,Wind,Globrad,Relhumid,NFert
2005-11-04,wheat/winter wheat,2,1,0.05,0.33,21.1,1645.8,0,3.2075,22.8,12.5,0.2424865750296836,0.21411470430798377,0.094,0.103,0.118,1.9,0,12.2,12.2,12.5,12.7,10.5,12.1,14,1.8,1.9,92,0
2005-11-05,wheat/winter wheat,2,1,0.08,0.33,21.9,1659.1,0,3.2163,22.8,12.6,0.24330617669555932,0.22069160603289484,0.094,0.103,0.118,2.4,0,11.3,11.8,12.3,12.6,4.2,8.1,12,2.9,7.13,82,0
2005-11-06,wheat/winter wheat,2,1,0.1,0.33,22.7,1667.4,0,3.2399,23,12.7,0.24027583792920118,0.22222108442502989,0.097,0.103,0.118,0,0,10.3,11.1,11.9,12.3,3.6,6.7,10,2.3,3.27,90,0
2005-11-07,wheat/winter wheat,2,1,0.03,0.33,23.3,1677.4,0,3.2547,23,12.7,0.24127456298734493,0.22251509830498342,0.104,0.103,0.118,1.2,0,9.4,10.3,11.4,12,3,5.9,9,2.7,3.98,89,0
2005-11-08,wheat/winter wheat,2,1,0.11,0.33,24.6,1689.9,0,3.2723,23.1,12.7,0.23930090389630476,0.22191090212626222,0.11,0.103,0.118,0,0,9.3,10,11,11.7,4.4,9.3,14,2.2,7.67,82,0
2005-11-09,wheat/winter wheat,2,1,0.12,0.33,25.8,1702,0,3.2943,23.5,12.9,0.23799428203773498,0.2211361167522298,0.115,0.103,0.118,0,0,9.3,9.8,10.7,11.4,3.7,9.4,15,1.8,7.4,78,0
2005-11-10,wheat/winter wheat,2,1,0.03,0.33,27,1712.5,0,3.3155,23.7,13,0.23793107703843264,0.22053986548295934,0.119,0.103,0.118,0.3,0,9.1,9.7,10.5,11.1,5.8,8.3,11,2.3,3.98,89,0
2005-11-11,wheat/winter wheat,2,1,0.12,0.34,28.2,1718,0,3.3337,23.7,13,0.2370832906113921,0.21996735742003715,0.122,0.103,0.118,0,0,9,9.5,10.3,10.9,7.3,8.4,10,3.7,2.06,88,0
2005-11-12,wheat/winter wheat,2,1,0.11,0.33,29.2,1729.3,0,3.3432,26.8,14.7,0.23642327977743205,0.2194659100243456,0.124,0.103,0.118,0,0,8.6,9.2,10.1,10.7,3.4,7,11,3,6.6,82,0
2005-11-13,wheat/winter wheat,2,1,0.05,0.42,30.4,1743.6,0,3.3627,26.9,14.7,0.23604752671926912,0.21907322500952756,0.126,0.103,0.118,0,0,8.4,9,9.8,10.5,3.2,7.7,12,1.1,4.73,88,0
2005-11-14,wheat/winter wheat,2,1,0.06,0.42,31.2,1751.8,0,3.3872,26.9,14.7,0.23569215182576955,0.2187205106969027,0.127,0.103,0.118,0,0,7.8,8.6,9.5,10.2,3.3,5.7,8,1.2,2.45,94,0
2005-11-15,wheat/winter wheat,2,1,0,0.42,31.8,1757.9,0,3.4011,27.3,14.9,0.24463034106896797,0.22419365890622536,0.139,0.103,0.118,5.6,0,7.1,8,9.1,9.9,3.2,4.2,5,4.2,1.83,91,0
2005-11-16,wheat/winter wheat,2,1,0,0.43,32.4,1767.9,0,3.4116,27.3,14.9,0.2455793892860201,0.2267004832689319,0.191,0.103,0.118,6.3,0,6.4,7.4,8.6,9.5,0.6,3.8,7,3.3,3.07,91,0
2005-11-17,wheat/winter wheat,2,1,0,0.42,32.7,1776.2,0,3.4286,27.3,14.9,0.24287345751874753,0.22491901450345075,0.215,0.103,0.118,1.1,0,5.5,6.7,8.1,9.1,0.8,2.4,4,3.5,2.6,90,0
2005-11-18,wheat/winter wheat,2,1,0,0.42,32.8,1785.1,0,3.4426,27.3,14.9,0.24154575643775908,0.22367789135166502,0.222,0.11,0.118,0.7,0,4.7,5.9,7.5,8.6,-0.4,1.3,3,1.5,2.92,93,0
2005-11-19,wheat/winter wheat,2,1,0,0.42,32.8,1795.6,0,3.4576,27.3,14.9,0.239693906872561,0.22254088480168155,0.223,0.118,0.118,0,0,1.3,3.8,6.3,7.8,-0.7,0.9,3,1.7,4.39,89,0
2005-11-20,wheat/winter wheat,2,1,0,0.41,33.2,1799.4,0,3.4755,27.3,15,0.24490660601236267,0.22559119899842284,0.225,0.143,0.118,5.3,0,1.7,3.2,5.4,7.1,1.2,2.9,5,3.6,1.16,94,0
2005-11-21,wheat/winter wheat,2,1,0,0.41,33.5,1809.9,0,3.4819,27.3,15,0.2460732860756142,0.22728614863522587,0.227,0.219,0.119,8.8,0,1.8,2.9,4.9,6.4,-0.6,2.2,5,3.2,3.73,90,0
2005-11-22,wheat/winter wheat,2,1,0,0.41,33.5,1819.5,0,3.4996,27.3,15,0.24159591211796286,0.22458329682778477,0.225,0.224,0.137,0,0,1.4,2.6,4.4,5.9,-2,0.2,2,2,4,91,0
2005-11-23,wheat/winter wheat,2,1,0,0.4,33.5,1823.3,0,3.5158,27.3,15,0.23993614692217782,0.22297734313418557,0.224,0.224,0.15,0.2,0,1.3,2.3,4,5.5,-0.1,0.9,2,2.3,1.21,93,0
2005-11-24,wheat/winter wheat,2,1,0,0.4,33.5,1827.7,0,3.5222,27.3,15,0.2391232115741265,0.22192975512549026,0.223,0.223,0.159,0.2,0,0.9,2,3.6,5,-1.6,0.6,3,2.9,1.46,93,0
2005-11-25,wheat/winter wheat,2,1,0,0.4,33.5,1826.7,0,3.5297,27.3,15,0.23897986584614206,0.2212527342678172,0.222,0.222,0.166,0.3,0,0.6,1.6,3.3,4.6,-1.8,-0.5,1,7.4,2.15,80,0
2005-11-26,wheat/winter wheat,2,1,0.05,0.4,33.5,1835.5,0,3.5286,27.3,15,0.2381006539083471,0.22067827413161822,0.221,0.222,0.171,0,0,-0.5,0.9,2.7,4.2,-1.7,0.1,2,6.2,5.45,68,0
2005-11-27,wheat/winter wheat,2,1,0,0.4,33.5,1834.4,0,3.5434,27.3,15,0.23752521332170176,0.22021053632533957,0.221,0.221,0.175,0,0,0.1,0.9,2.5,3.8,-2.1,-0.3,1,2.6,3.35,78,0
2005-11-28,wheat/winter wheat,2,1,0,0.4,33.5,1833.4,0,3.5424,27.3,15,0.24072257725545185,0.2206050958111875,0.221,0.221,0.178,1.4,0,-0.3,0.6,2.2,3.5,-1.6,-0.6,0,1.7,2,92,0
2005-11-29,wheat/winter wheat,2,1,0,0.4,33.7,1842,0,3.5414,27.3,15,0.23942148151077172,0.22079001111377006,0.221,0.221,0.182,0,0,-0.1,0.6,2,3.2,-0.5,1.5,4,2.6,4.48,87,0
2005-11-30,wheat/winter wheat,2,1,0,0.39,34,1850.6,0,3.556,27.3,15,0.23846773475381258,0.22063785042947157,0.221,0.221,0.185,0,0,0.3,0.8,2,3.1,-1.1,1.8,5,2.6,3.56,85,0
2005-12-01,wheat/winter wheat,2,1,0,0.39,34,1849.5,0,3.5703,27.3,15,0.23783897351038505,0.22027424485334426,0.221,0.221,0.188,0,0,0.1,0.7,1.9,2.9,-4.4,-0.8,3,2.4,5.14,81,0
2005-12-02,wheat/winter wheat,2,1,0,0.39,34,1848.6,0,3.5693,27.3,15,0.23740846768546345,0.2198618147005964,0.22,0.22,0.191,0,0,-0.1,0.6,1.7,2.8,-4.5,-1.6,1,3.4,4.36,79,0
2005-12-03,wheat/winter wheat,2,1,0.06,0.39,34.1,1854.6,0,3.5684,27.3,15,0.23693775774676454,0.21941784486066887,0.22,0.22,0.194,0,0,0.2,0.7,1.7,2.7,-1,1.3,4,2.8,2.01,79,0
2005-12-04,wheat/winter wheat,2,1,0,0.39,35.7,1861.1,0,3.5785,27.3,15,0.2540411212032545,0.21906593560447055,0.22,0.22,0.196,5.3,0,1.2,1.2,1.9,2.7,3.2,5.2,7,3.8,2.08,90,0
2005-12-05,wheat/winter wheat,2,1,0,0.39,37.3,1869.4,0,3.5894,27.3,15,0.2622774599688606,0.21876123920532353,0.219,0.22,0.198,2.6,0,2,1.8,2.2,2.8,3.2,5.3,7,3.2,2.81,88,0
2005-12-06,wheat/winter wheat,2,1,0.03,0.38,37.9,1873.2,0,3.6032,27.3,15,0.24546395750773162,0.2258661240075104,0.225,0.225,0.216,0,0,2,2.1,2.4,3,-0.5,2.4,5,1.6,1.31,89,0
2005-12-07,wheat/winter wheat,2,1,0,0.38,38.1,1877.7,0,3.6093,27.3,15,0.24220044733552817,0.22445554504657905,0.225,0.225,0.224,0.6,0,1.9,2.1,2.5,3.1,-1.2,1.6,4,2.2,1.54,92,0
2005-12-08,wheat/winter wheat,2,1,0,0.38,38.9,1885.2,0,3.6168,27.3,15,0.24033031925807977,0.22308501839943962,0.224,0.224,0.224,0.2,0,1.6,2,2.5,3.1,1.2,2.9,5,1.7,2.96,89,0
2005-12-09,wheat/winter wheat,2,1,0,0.38,38.9,1889.3,0,3.6292,27.3,15,0.2391937987924968,0.22204957298506559,0.223,0.223,0.223,0.1,0,1.5,1.9,2.5,3.1,-1.5,1.1,4,1.9,1.43,92,0
2005-12-10,wheat/winter wheat,2,1,0,0.38,38.9,1888.3,0,3.6358,27.3,15,0.2383641896547218,0.22117311233954004,0.222,0.222,0.222,0,0,1.1,1.6,2.4,3.1,-4.5,-2.6,-1,0.9,2.48,98,0
2005-12-11,wheat/winter wheat,2,1,0,0.38,38.9,1887.3,0,3.6349,27.3,15,0.23802880713051966,0.22046350245706295,0.221,0.222,0.222,0.1,0,-2.6,-0.4,1.5,2.6,-4.8,-1.6,2,1.1,1.46,92,0
2005-12-12,wheat/winter wheat,2,1,0,0.38,39.3,1890.7,0,3.6339,27.3,15,0.24032276002675687,0.219892833918087,0.221,0.221,0.221,0.8,0,-1.6,-0.7,0.9,2.2,-0.5,1.8,4,1.7,1.22,97,0
2005-12-13,wheat/winter wheat,2,1,0,0.38,40,1896.8,0,3.6394,27.3,15,0.24060818120942992,0.21942989982239872,0.22,0.221,0.221,0.2,0,-0.4,-0.2,0.9,1.9,-0.3,2.5,5,1.4,2.01,94,0
2005-12-14,wheat/winter wheat,2,1,0,0.37,41.3,1900.5,0,3.6495,27.3,15,0.2449966271381524,0.2190493725285024,0.22,0.22,0.22,1.4,0,0.4,0.4,1.1,1.9,2.6,3.9,5,2.9,1.33,95,0
2005-12-15,wheat/winter wheat,2,1,0,0.37,43.1,1902.2,0,3.6555,27.3,15,0.2576952405749443,0.21873224698278584,0.219,0.22,0.22,3.9,0,1.3,1.1,1.4,2,3.4,4.7,6,5.8,0.84,90,0
2005-12-16,wheat/winter wheat,2,1,0,0.37,44.3,1909.3,0,3.6582,27.3,15,0.2778196840798191,0.2269213273028782,0.226,0.226,0.226,14.1,0,1.7,1.5,1.7,2.2,0,3.7,7,7.1,2.53,85,0
2005-12-17,wheat/winter wheat,2,1,0,0.37,44.3,1908.2,0,3.6696,27.3,15,0.2824518352291843,0.22414457399014265,0.225,0.225,0.225,2.3,0,1.1,1.4,1.8,2.3,-2.6,-1.1,0,4.5,1.96,90,0
2005-12-18,wheat/winter wheat,2,1,0,0.37,44.3,1907.2,0,3.6686,27.3,15,0.28145844928646235,0.22242380655645652,0.223,0.224,0.224,0.1,0,-1.1,0.2,1.3,2.1,-2.1,-0.6,1,4.7,1.96,89,0
2005-12-19,wheat/winter wheat,2,1,0,0.37,44.3,1910.4,0,3.6675,27.3,15,0.2882601656701245,0.22127871920712475,0.222,0.223,0.223,2.2,0,0,0.3,1.2,2,-0.9,0.8,3,3.6,1.2,92,0
2005-12-20,wheat/winter wheat,2,1,0,0.37,45.4,1912,0,3.6726,27.3,15,0.29564118266927236,0.22046082949713705,0.221,0.222,0.222,2.4,0,0.1,0.4,1.2,1.9,2.3,3.1,4,4.4,0.81,92,0
2005-12-21,wheat/winter wheat,2,1,0,0.37,46.2,1917.6,0,3.6753,27.3,15,0.3040785638184311,0.21984613167958636,0.221,0.221,0.221,3.3,0,0.5,0.7,1.2,1.9,0.9,2.5,4,2.5,1.86,93,0
2005-12-22,wheat/winter wheat,2,1,0,0.37,47.7,1923.9,0,3.6842,27.3,15,0.27953768156405295,0.22700765734492698,0.227,0.227,0.226,1,0,1.1,1.1,1.4,1.9,2.3,3.8,5,3.4,2.02,93,0
2005-12-23,wheat/winter wheat,2,1,0,0.36,49.6,1925.8,0,3.6941,27.3,15,0.26551557222837535,0.22754324819460914,0.228,0.228,0.227,5,0,1.8,1.6,1.7,2.1,3,4.4,6,3,0.91,94,0
2005-12-24,wheat/winter wheat,2,1,0.02,0.36,52,1928.6,0,3.6971,27.3,15,0.24549089118580772,0.2268676675293659,0.227,0.227,0.227,0,0,2.5,2.1,2.1,2.3,4.3,5.3,6,4.1,1.16,87,0
2005-12-25,wheat/winter wheat,2,1,0,0.36,52.5,1935.4,0,3.7015,27.3,15,0.2444243704677217,0.22589155833395905,0.226,0.226,0.226,3.1,0,2.4,2.3,2.3,2.5,-0.6,1.9,5,2.1,3.43,91,0
2005-12-26,wheat/winter wheat,2,1,0,0.36,52.5,1934.4,0,3.7119,27.3,15,0.2513781746290145,0.2236055869797401,0.224,0.224,0.225,2.6,0,1.7,2,2.3,2.6,-4.9,-1.6,2,3.1,3.02,91,0
2005-12-27,wheat/winter wheat,2,1,0,0.36,52.5,1933.4,0,3.7109,27.3,15,0.2502132092353957,0.22210261972529147,0.223,0.223,0.223,0,0,-1.6,0.2,1.6,2.3,-4.4,-2.9,-1,5,1.74,89,0
2005-12-28,wheat/winter wheat,2,1,0,0.36,52.5,1932.5,0,3.7099,27.3,15,0.24954542939018906,0.2210654674434894,0.222,0.222,0.223,0,0,-0.1,0.3,1.3,2.1,-5.4,-3.8,-2,3.7,1.74,86,0
2005-12-29,wheat/winter wheat,2,1,0,0.36,52.5,1931.6,0,3.7091,27.3,15,0.2509970835419309,0.2203085755706429,0.221,0.222,0.222,0.5,0,-0.2,0.3,1.1,1.9,-4.5,-3.5,-3,3.9,2.07,86,0
2005-12-30,wheat/winter wheat,2,1,0,0.36,52.5,1930.8,0,3.7082,27.3,15,0.2506923882442749,0.2197317534151043,0.221,0.221,0.221,0,0,-0.1,0.3,1,1.8,-6.6,-4.6,-3,3.7,2.09,82,0
2005-12-31,wheat/winter wheat,2,1,0,0.36,52.5,1929.8,0,3.7074,27.3,15,0.25870131549959213,0.21927732184027782,0.22,0.22,0.221,2.3,0,-0.2,0.2,1,1.6,-5.9,-0.8,4,3.9,2.84,89,0
2006-01-01,wheat/winter wheat,2,1,0,0.36,52.5,1936.2,0,3.7064,27.3,15,0.2585271008929115,0.21890987901227943,0.22,0.22,0.22,0,0,0,0.3,0.9,1.6,-3.1,0.9,5,2,2.19,88,0
2006-01-02,wheat/winter wheat,2,1,0,0.36,52.5,1935.1,0,3.7163,27.3,15,0.2583886247358444,0.2186065084612455,0.219,0.22,0.22,0,0,0,0.3,0.9,1.5,-3.8,-1.4,1,0.8,1.8,98,0
2006-01-03,wheat/winter wheat,2,1,0,0.36,52.5,1934.1,0,3.7153,27.3,15,0.25827589862866435,0.21835171754462024,0.219,0.219,0.22,0,0,-0.1,0.3,0.9,1.5,-2.7,-0.9,1,1.5,1.44,92,0
2006-01-04,wheat/winter wheat,2,1,0,0.36,52.5,1933.1,0,3.7142,27.3,15,0.25818234290228625,0.21813465171676558,0.219,0.219,0.219,0,0,0,0.3,0.9,1.4,-5.8,-3.2,-1,1.8,1.4,95,0
2006-01-05,wheat/winter wheat,2,1,0,0.36,52.5,1932,0,3.7133,27.3,15,0.25810344563255433,0.21794747622142527,0.219,0.219,0.219,0,0,-0.1,0.2,0.8,1.4,-1.3,-0.5,0,5.7,0.87,93,0
2006-01-06,wheat/winter wheat,2,1,0,0.36,52.5,1930.9,0,3.7122,27.3,15,0.2580360089431361,0.21778439192231902,0.218,0.219,0.219,0,0,0,0.2,0.8,1.4,-1.9,-1.1,0,5.4,0.98,95,0
2006-01-07,wheat/winter wheat,2,1,0,0.36,52.5,1929.8,0,3.7111,27.3,15,0.2579777027759582,0.2176410130302235,0.218,0.219,0.219,0,0,0,0.2,0.8,1.3,-1.8,-1.1,0,3.2,1.08,96,0
2006-01-08,wheat/winter wheat,2,1,0,0.36,52.5,1928.9,0,3.71,27.3,15,0.25792678903676985,0.2175139603102206,0.218,0.218,0.219,0,0,0,0.2,0.8,1.3,-5.2,-3,-1,3,2.01,93,0
2006-01-09,wheat/winter wheat,2,1,0,0.36,52.5,1928.1,0,3.7091,27.3,15,0.2578819447281471,0.2174005873743051,0.218,0.218,0.218,0,0,-0.1,0.2,0.7,1.3,-7.8,-4.6,-1,1.3,4.71,93,0
2006-01-10,wheat/winter wheat,2,1,0,0.36,52.5,1927.2,0,3.7083,27.3,15,0.25784214494987273,0.21729879182871215,0.218,0.218,0.218,0,0,-0.2,0.1,0.7,1.2,-5.4,-3.8,-2,1.5,2.45,92,0
2006-01-11,wheat/winter wheat,2,1,0,0.36,52.5,1926.2,0,3.7075,27.3,15,0.26231110802517393,0.2172068820541814,0.218,0.218,0.218,1.3,0,-0.2,0.1,0.7,1.2,-4.6,-1.3,2,3,5.23,83,0
2006-01-12,wheat/winter wheat,2,1,0,0.36,52.5,1932.2,0,3.7065,27.3,15,0.26261978166808736,0.2171234813695273,0.218,0.218,0.218,0.1,0,0,0.2,0.7,1.2,-0.5,0.8,2,1.7,2.15,91,0
2006-01-13,wheat/winter wheat,2,1,0,0.36,52.5,1931.2,0,3.7159,27.3,15,0.26259089113167133,0.2170474578710951,0.218,0.218,0.218,0,0,0,0.2,0.7,1.2,-3.5,-0.3,3,3.5,5.04,87,0
2006-01-14,wheat/winter wheat,2,1,0,0.36,52.5,1930.2,0,3.7148,27.3,15,0.26256465274501933,0.21697787225568868,0.217,0.218,0.218,0,0,0,0.2,0.7,1.2,-6.7,-1.7,3,1.2,5.79,82,0
2006-01-15,wheat/winter wheat,2,1,0,0.36,52.5,1929.4,0,3.7138,27.3,15,0.26254071719150646,0.21691393846298715,0.217,0.218,0.218,0,0,-0.1,0.2,0.7,1.1,-8.5,-5.5,-3,1.9,5.64,85,0
2006-01-16,wheat/winter wheat,2,1,0,0.36,52.5,1928.6,0,3.7131,27.3,15,0.2625187939404618,0.21685499360307534,0.217,0.218,0.218,0,0,-0.2,0.1,0.6,1.1,-8.1,-3.1,2,2.1,5.9,74,0
2006-01-17,wheat/winter wheat,2,1,0,0.36,52.5,1927.5,0,3.7122,27.3,15,0.26896943615307123,0.21680047470726185,0.217,0.217,0.218,1.8,0,-0.1,0.1,0.6,1.1,-5.6,-1.9,2,3.2,1.49,86,0
2006-01-18,wheat/winter wheat,2,1,0,0.36,52.6,1932.2,0,3.7112,27.3,15,0.27132223449574083,0.21674990055982332,0.217,0.217,0.218,0.7,0,-0.1,0.1,0.6,1.1,-0.4,1.1,3,4.1,1.68,89,0
2006-01-19,wheat/winter wheat,2,1,0,0.36,52.7,1941.4,0,3.7185,27.3,15,0.27310333179339913,0.21670285735937544,0.217,0.217,0.218,0.6,0,0.1,0.2,0.6,1.1,-1.3,1.1,3,2.2,4.64,91,0
2006-01-20,wheat/winter wheat,2,1,0,0.36,54.6,1945,0,3.7327,27.3,15,0.2797218166076723,0.21665898729911015,0.217,0.217,0.217,2,0,0.3,0.4,0.7,1.1,1.6,3.5,5,3.5,1.25,94,0
2006-01-21,wheat/winter wheat,2,1,0,0.36,55.3,1949.1,0,3.7381,27.3,15,0.3045066852698613,0.21661797939476082,0.217,0.217,0.217,7.5,0,0.6,0.6,0.8,1.2,-0.1,1.9,4,4.8,1.47,91,0
2006-01-22,wheat/winter wheat,2,1,0,0.35,55.3,1948.3,0,3.7445,27.3,15,0.30449282560839913,0.21657956206005913,0.217,0.217,0.217,0,0,-0.2,0.2,0.7,1.1,-9.5,-4.8,0,4.2,4.64,84,0
2006-01-23,wheat/winter wheat,2,1,0,0.35,55.3,1947.8,0,3.7437,27.3,15,0.30448037891499385,0.2165429862345912,0.217,0.217,0.217,0,0,-0.9,-0.3,0.5,1,-11.9,-8.9,-6,3.5,6.92,76,0
2006-01-24,wheat/winter wheat,2,1,0,0.35,55.3,1947.1,0,3.7431,27.3,15,0.30446913959523497,0.21650816680035442,0.217,0.217,0.217,0,0,-1.1,-0.5,0.3,0.8,-13,-7.1,-1,1.5,6.43,79,0
2006-01-25,wheat/winter wheat,2,1,0,0.35,55.3,1946.2,0,3.7425,27.3,15,0.30625458713315346,0.21647501657481039,0.217,0.217,0.217,1.8,0,-0.8,-0.5,0.2,0.7,-5.1,-3.3,-2,1.8,3.88,73,0
2006-01-26,wheat/winter wheat,2,1,0,0.35,55.3,1945.5,0,3.7416,27.3,15,0.3073797766214721,0.2164434489921296,0.217,0.217,0.217,0,0,-0.3,-0.2,0.2,0.7,-10.8,-6.9,-3,2.7,4.62,82,0
2006-01-27,wheat/winter wheat,2,1,0,0.36,55.3,1945,0,3.7409,27.3,15,0.30816594072818265,0.216413379612621,0.217,0.217,0.217,0,0,-0.7,-0.3,0.2,0.7,-14.2,-9.4,-5,1.8,6.8,81,0
2006-01-28,wheat/winter wheat,2,1,0,0.36,55.3,1944.3,0,3.7404,27.3,15,0.30875069678614037,0.21638472696601865,0.217,0.217,0.217,0,0,-0.9,-0.5,0.1,0.6,-13.4,-7.4,-1,1.2,7.48,78,0
2006-01-29,wheat/winter wheat,2,1,0,0.36,55.3,1943.7,0,3.7397,27.3,15,0.3092046270544642,0.21635741300823808,0.217,0.217,0.217,0,0,-0.7,-0.5,0,0.5,-13.6,-7.3,-1,0.8,7.46,79,0
2006-01-30,wheat/winter wheat,2,1,0,0.36,55.3,1942.9,0,3.7391,27.3,15,0.3095682038925177,0.21633136334815473,0.217,0.217,0.217,0,0,-0.7,-0.5,0,0.5,-12.6,-6.5,0,1,5.63,92,0
2006-01-31,wheat/winter wheat,2,1,0,0.36,55.3,1942,0,3.7384,27.3,15,0.3098664988326913,0.21630650733356005,0.217,0.217,0.217,0,0,-0.7,-0.5,0,0.5,-6.1,-3,0,1.5,4.26,95,0
2006-02-01,wheat/winter wheat,2,1,0,0.36,55.3,1941.2,0,3.7375,27.3,15,0.3101159574845285,0.21628277804827442,0.217,0.217,0.217,0,0,-0.3,-0.3,0.1,0.5,-8.9,-4,1,0.7,7.42,96,0
2006-02-02,wheat/winter wheat,2,1,0,0.36,55.3,1940.5,0,3.7367,27.3,15,0.3103278559386374,0.21626011225169442,0.217,0.217,0.217,0,0,-0.4,-0.3,0.1,0.5,-12.2,-6.3,-1,1.6,8.11,90,0
2006-02-03,wheat/winter wheat,2,1,0,0.36,55.3,1939.6,0,3.736,27.3,15,0.3105102046655726,0.21623845028035252,0.217,0.217,0.217,0,0,-0.7,-0.4,0.1,0.5,-4.6,-2.8,-1,1.1,2.44,95,0
2006-02-04,wheat/winter wheat,2,1,0,0.36,55.3,1938.7,0,3.7351,27.3,15,0.3106688620742482,0.21621773592430682,0.217,0.217,0.217,0,0,-0.3,-0.2,0.1,0.5,-7.1,-3.8,0,2.2,1.83,93,0
2006-02-05,wheat/winter wheat,2,1,0,0.36,55.3,1937.9,0,3.7342,27.3,15,0.3108082181046079,0.21619791628714477,0.217,0.217,0.217,0.7,0,-0.4,-0.2,0.1,0.5,-10.5,-6.3,-2,0.7,3.95,90,0
2006-02-06,wheat/winter wheat,2,1,0,0.36,55.3,1936.9,0,3.7335,27.3,15,0.3109316309829457,0.21617894163586862,0.216,0.217,0.217,0.7,0,-0.5,-0.3,0.1,0.5,-4.2,-1.5,1,1.8,3.1,91,0
2006-02-07,wheat/winter wheat,2,1,0,0.36,56.6,1942.2,0,3.7325,27.3,15,0.3110417158127277,0.21616076524527675,0.216,0.217,0.217,4.1,0,-0.1,-0.1,0.2,0.5,1.1,2.5,4,4.5,1.43,95,0
2006-02-08,wheat/winter wheat,2,1,0,0.36,58,1949.1,0,3.7405,27.3,15,0.3111405408208361,0.21614334324030612,0.216,0.217,0.217,1.8,0,0.4,0.3,0.4,0.6,1.2,2.5,4,6.1,2.16,88,0
2006-02-09,wheat/winter wheat,2,1,0,0.35,58,1960.5,0,3.7509,27.3,15,0.311229764165415,0.21612663443895963,0.216,0.217,0.217,4,0,0.5,0.4,0.5,0.7,-0.7,0.7,2,6.5,4.84,88,0
2006-02-10,wheat/winter wheat,2,1,0,0.35,58,1971,0,3.7681,27.3,15,0.3113107314022626,0.21611060019780193,0.216,0.217,0.217,4.6,0,0.2,0.4,0.5,0.8,-1.2,0,1,4.1,4.59,91,0
2006-02-11,wheat/winter wheat,2,1,0,0.35,58,1970,0,3.784,27.3,15,0.311384546266797,0.21609520426150253,0.216,0.216,0.217,0,0,0,0.2,0.5,0.8,-3.4,-0.6,2,1.3,7.74,84,0
2006-02-12,wheat/winter wheat,2,1,0,0.35,58,1969,0,3.7829,27.3,15,0.31145212296096886,0.21608041261750613,0.216,0.216,0.217,0,0,-0.1,0.1,0.5,0.8,-4.3,-1.3,2,1.4,6.25,85,0
2006-02-13,wheat/winter wheat,2,1,0,0.35,58,1968,0,3.7819,27.3,15,0.3115142253719178,0.2160661933565863,0.216,0.216,0.217,0,0,-0.2,0,0.4,0.7,-6.5,-2.4,2,1.6,10.17,76,0
2006-02-14,wheat/winter wheat,2,1,0,0.35,58,1967.1,0,3.781,27.3,15,0.3115714968959718,0.2160525165397814,0.216,0.216,0.217,0,0,-0.4,-0.1,0.3,0.7,-7.2,-2.7,2,1.9,4.28,83,0
2006-02-15,wheat/winter wheat,2,1,0,0.35,59.5,1975.6,0,3.7801,27.3,15,0.31162448340283794,0.21603935407200425,0.216,0.216,0.217,1.8,0,-0.5,-0.2,0.2,0.6,0.6,2.6,5,4.3,2.79,91,0
2006-02-16,wheat/winter wheat,2,1,0.02,0.34,63.4,1986.6,0,3.7927,27.3,15,0.3116736511195802,0.21602667958245556,0.216,0.216,0.217,3.9,0,0.6,0.3,0.4,0.7,2.9,4.8,7,2.2,3.88,91,0
2006-02-17,wheat/winter wheat,2,1,0.08,0.34,66.5,2001.9,0,3.8089,27.3,15,0.31171940070352316,0.2160144683118409,0.216,0.216,0.216,2.2,0,1.2,0.8,0.7,0.8,2,4,6,4.1,6.27,85,0
2006-02-18,wheat/winter wheat,2,1,0.06,0.33,69.3,2014.6,0,3.8311,27.3,15,0.31176207842224624,0.21600269700629707,0.216,0.216,0.216,1.4,0,1.7,1.3,1,1,2.1,3.7,5,3.8,4.92,85,0
2006-02-19,wheat/winter wheat,2,1,0.15,0.33,73.1,2032.3,0,3.8492,27.3,15,0.3399350914640129,0.2159913438178563,0.216,0.216,0.216,0.1,0,2.3,1.8,1.4,1.3,1.4,4.5,8,3,9.73,81,0
2006-02-20,wheat/winter wheat,2,1,0,0.32,73.3,2040.2,0,3.8741,27.3,15,0.37711486744087835,0.21598038821122725,0.216,0.216,0.216,11.2,0,2,1.9,1.6,1.5,0,1.2,2,3.3,2.33,92,0
2006-02-21,wheat/winter wheat,2,1,0,0.32,73.3,2049.7,0,3.8851,27.3,15,0.3820817530042437,0.21596981087663095,0.216,0.216,0.216,0.2,0,0.3,1,1.3,1.5,-0.1,0.7,2,2.6,3.72,94,0
2006-02-22,wheat/winter wheat,2,1,0,0.32,73.3,2048.5,0,3.8985,27.3,15,0.38423610659168955,0.21595959364840844,0.216,0.216,0.216,0,0,0.7,0.9,1.2,1.4,-2,-0.8,1,3.1,3.6,82,0
2006-02-23,wheat/winter wheat,2,1,0,0.32,73.3,2047.5,0,3.8974,27.3,15,0.3855300605014657,0.21594971942910046,0.216,0.216,0.216,0,0,-0.8,0.1,0.8,1.2,-3.3,-1.9,0,2.5,5.32,75,0
